"species","habitat","structure_prob_cutoff","STRUCTURE","BAPS","DAPC","Av_groups","Fst_vcftools","Dxy_Mike_and_Oscar","Fst_Mike_and_Oscar","SNPs","loci","SNPs_per_locus","av_contig_length","total_bp","SNPs_per_bp","Av_UCE_gene_tree_length","D","theta","seg_sites","pairwise_diffs","nuc_div","seg_sites_per_bp","subtending_branch","stem_length","log.theta","species_sample","log.total_bp","mtDNA.branch.length","Beak.Length_Culmen_1","Beak.Length_Nares","Beak.Width_1","Beak.Depth_1","Tarsus.Length_1","Wing.Length_1","Kipps.Distance_1","Secondary1_1","Hand.wing.Index","Tail.Length_1","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Mass","Range.Size","haplotype.F_ST","nucleotide.F_ST","Nei.G_ST","Hudson.G_ST","Hudson.H_ST","Hudson.K_ST","Dxy","e_statistic","e_slope","a_statistic","a_slope","Nei.G_ST.pop","nucleotide.F_ST.pop","Dxy.pop","Sister_clade_richness","heterozygosity","inbreeding"
"Myrmoborus_myotherinus","upland",4,4,2,4,3.33,0.40495,0.010629143,0.011106112,10230,2092,4.890057,585.5946463,1225064,0.008350584,0.005921134,-1.453199045,3950.777184,14402,2558.558442,0.00222882,0.01175612,0.011409611,0.005488477,3.596682537,"Myrmoborus_myotherinus_MPEG3884",6.088158778,0.085206,17.9,10.1709677419355,4.2375,4.578125,25.696875,61.9969696969697,9.22083333333333,53.375,14.8083333333333,40.0516129032258,1,1,1,3,4,3,18.8,4778353.33,0.303342820045661,0.351970123322036,0.485435699436052,0.291270022236001,0.951149425287356,0.653950371377055,0.00151870358276197,-0.974736,0.406562,-0.225337,0.419848,0.284827965373858,0.311924646335608,0.00165088184783752,4,0.103532628,0.428328182
"Myrmochanes_hemileucus","island",1,1,1,1,1,0.059581,0.001269626,0.001279088,1463,2155,0.678886,696.1364269,1500174,0.00097522,0.001704436,-1.383421126,4913.464391,16304,3367.583333,0.00249751,0.010868073,0.011518587,0.009814151,3.691387813,"Myrmochanes_hemileucus_78_LSU43093",6.176141634,0.001229,18.78,11.0714285714286,4.11428571428571,3.4,20.8857142857143,53.6142857142857,7.38,47.1142857142857,13.64,33.7428571428571,3,2,1,3,4,3,12.5,261134.97,0.0430980178001638,0.0351686291022384,0.276124421649127,0.0430927630181416,0.745581395348837,0.440353785582946,0.00083797336516637,-0.0411051,0.0327041,-0.0355252,0.0471965,0.0725375550888137,0.0143814048010929,0.000931521851656285,1,0.246746844,0.130281667
"Myrmotherula_assimilis","island",1,1,1,1,1,0.062943,0.001371253,0.001375785,3433,2159,1.590088,594.3668365,1283238,0.002675264,0.003709008,-0.930131008,2203.995347,7009,1752.428571,0.00147209,0.005461964,0.014992278,0.01128327,3.343210673,"Myrmotherula_assimilis_85_LSU23703",6.108307212,0.016873,15.56,9.46666666666667,3.51428571428571,3.31428571428571,16.4,51.4571428571429,6.65,45.6666666666667,12.7,29.4714285714286,1,1,1,3,4,3,9.3,412230.35,0.0969452890667688,0.0988253289605558,0.324907500290374,0.0939224039580159,0.799628942486085,0.495029798485413,0.000941479504393155,-0.0889331,0.0565164,-0.0154395,0.074758,0.101455971434896,0.0452906351575624,0.000969867452575386,1,0.228476911,0.106605714
"Myrmotherula_klagesi","island",1,1,1,1,1,0.032622,0.001631731,0.001638037,3703,2108,1.756641,684.9065465,1443783,0.00256479,0.00532093,-0.604678623,2681.019308,8526,2323.934066,0.00179474,0.00590532,0.005205648,-0.000115282,3.428299942,"Myrmotherula_klagesi_96_LSU25562",6.159501924,0.001932,15.25,8.95,3.5,3.175,16.225,46.8625,5.1,42.85,10.725,28.6125,1,1,1,3,4,3,7.8,56287.31,0.0983141044923194,0.0991225002633516,0.336358263843133,0.0954724864077379,0.830878859857482,0.513453321107423,0.00104701606270263,-0.0117729,0.0343574,0.0797675,0.0342213,0.0861979872586417,0.033045386405083,0.00106487167534403,1,0.251918952,0.08936
"Ochthornis_littoralis","island",1,1,1,1,1,0.026768,0.000993833,0.00099635,3335,2170,1.536866,728.4101382,1580650,0.002109892,0.003214448,-0.898951703,1775.956915,6474,1388.74026,0.00105881,0.004095783,0.023221472,0.020007024,3.249432426,"Ochthornis_littoralis_115_MPEG_T1998",6.198835716,0.004117,14.46,8.225,4.62,3.24,17.24,70.2,12.3,57.45,17.625,54.6,5,3,1,3,4,3,13.4,4562555.95,0.0279368298845659,0.0284769111514619,0.178019163958525,0.0282516458372045,0.478530534351145,0.273159217109375,0.000179379760906988,-0.0244134,0.0181587,-0.00958805,0.0232072,0.0295001932519027,0.00773084356093022,0.000184510236167433,5,0.201835269,0.035375833
"Phaethornis_bourcieri","upland",3,3,3,4,3.33,0.5448,0.00965595,0.010010733,9184,2087,4.400575,577.6200287,1205493,0.00761846,0.00694889,-1.011961799,3542.819151,12569,2688.636842,0.00235658,0.01042644,NA,NA,3.549348984,"Phaethornis_bourcieri_AMNH11853",6.081164693,0.175535,34.6307692307692,29.2833333333333,2.56153846153846,2.63846153846154,4.31666666666667,56.7692307692308,38.025,18.6416666666667,67.2166666666667,61.2692307692308,1,1,1,1,2,1,4.65,4579261.05,0.369960793184463,0.436382516818089,0.516136681851521,0.355668513675094,0.918347742555235,0.676052222355167,0.00170362684823516,-0.923674,0.406963,0.110487,0.501174,0.352023075488179,0.4095465360603,0.0019074079861768,4,0.098235821,0.551581
"Phaethornis_hispidus","floodplain",1,1,1,1,1,0.043328,NA,NA,7099,2080,3.412981,577.5447115,1201293,0.005909466,0.004229065,-1.558056374,2785.459765,10154,1732.991342,0.0015605,0.008452559,NA,NA,3.44489689,"Phaethornis_hispidus_MPEG13967",6.079648946,0.002263,34.425,27.7875,2.6,2.51111111111111,4.35555555555556,54.1111111111111,32.2666666666667,21.8555555555556,59.6666666666667,56.4375,1,1,1,1,2,1,5,4008483.06,0.0805160972768282,0.0819420702625841,0.337897572216296,0.0776116573703335,0.878671160327395,0.510115456581999,0.00094626940357191,-0.0641461,0.0325776,-0.0363538,0.050506,0.0610847442265669,0.031806622394874,0.000953471719256307,7,0.162439951,0.07061
"Pheugopedius_coraya","upland",3,2,1,2,1.67,0.14746,0.010398151,0.010772869,14067,2067,6.805515,582.9269473,1204910,0.011674731,0.007197537,-1.874352138,6007.913562,21901,3277.359307,0.002864804,0.018408014,NA,NA,3.773753324,"Pheugopedius_coraya_AMNH4240",6.080954609,0.266024,18.975,11.895652173913,4.0125,4.63611111111111,23.2263157894737,61.3368421052632,6.47142857142857,54.9964285714286,10.5928571428571,56.5472222222222,1,1,1,3,4,3,18.2,10137965.39,0.278539377359099,0.315303492823425,0.475040388949278,0.265763284688339,0.974196689386563,0.648660685269536,0.00194553355976203,-0.0815715,0.0404534,0.564327,0.0238579,0.099692030327651,0.108066223101355,0.00207884439297886,2,0.096210295,0.357655455
"Piaya_cayana","floodplain",1,1,1,1,1,0.032799,0.010618037,0.011032819,11862,2069,5.733204,587.9797003,1216530,0.009750684,0.006165309,-1.763483197,4588.83728,16280,2660.894737,0.002338224,0.013186687,NA,NA,3.633050295,"Piaya_cayana_LSUMNS72132",6.085122823,0.012583,31.795652173913,18.4066666666667,8.5,10.4916666666667,34.6115384615385,145.907142857143,16.1565217391304,129.817391304348,11.095652173913,279.092857142857,1,1,1,3,4,3,102,13448425.2,0.0495801434965693,0.0516028399405681,0.339776448029052,0.0484148927992164,0.931818181818182,0.532361729205514,0.00140921762567512,-0.000211405,0.00500728,0.008624,0.00704144,0.139121798620418,0.0313872106536704,0.00144950164999598,1,0.13159579,0.106789
"Piaya_melanogaster","upland",2,2,2,2,2,0.087115,0.017807139,0.018845468,6550,1892,3.461945,570.0808668,1078593,0.006072726,0.004555178,-2.246723504,6437.775237,23468,2930.593074,0.00315072,0.021757975,NA,NA,3.80873581,"Piaya_melanogaster_INPA1392",6.032857597,0.006746,34.4777777777778,20.775,8.44444444444444,10.7,34.3222222222222,134.777777777778,11.95,123.3125,8.825,212.444444444444,1,1,1,3,4,3,102.8,4840731.88,0.0696803198628196,0.0472658066142544,0.361468292411997,0.0674427543246435,0.966083730789613,0.544342868512648,0.00154892522266734,-0.195543,0.0871719,-0.241129,0.141653,0.0986134729056886,0.0530963000639083,0.00118614734807399,1,0.114958736,0.313193
"Pipra_erythrocephala","upland",3,2,1,2,1.67,0.21601,0.01057335,0.011004421,10659,2117,5.034955,590.3122343,1249691,0.008529308,0.004896093,-1.883957978,3880.002256,14144,2107.428571,0.001799721,0.006828088,0.005771845,0.001216667,3.381150003,"Pipra_chloromeros_KU18533",6.096802642,0.077605,11.1948453608247,6.87142857142857,4.05,4.03636363636364,13.9339622641509,60.3831775700935,11.025,48.25,18.625,28.6010638297872,1,1,1,1,1,3,13.9666666666667,7320542.32,0.126957248555931,0.141486923605323,0.37717344488891,0.122516128208397,0.915918752952291,0.55357545159748,0.00107170965005323,-0.134994,0.0597511,0.0203886,0.0759852,0.136844717538612,0.126138748404363,0.00115375376901604,1,0.108727617,0.192468182
"Pipra_filicauda","floodplain",3,3,2,4,3,0.2716,0.011162577,0.011714226,6416,2146,2.989748,582.4692451,1249979,0.005132886,0.00380021,-1.968035203,4154.657693,15854,2114.784615,0.00184339,0.012683413,0.007756716,0.003956506,3.618535248,"Pipra_aureola_MPEG1199",6.096902717,0.062354,13.5125,7.27851239669421,4.06048387096774,3.97903225806452,15.9755905511811,63.8023255813954,12.634126984127,51.1,19.8515873015873,30.6535433070866,1,1,1,1,1,3,15.8,8064941.39,0.180820381505185,0.195862653546056,0.389059758004342,0.173834870722236,0.859943977591036,0.547718628761449,0.000871281818647749,-0.315891,0.137205,0.118814,0.124665,0.207494358747421,0.153922553064868,0.000921349071418536,11,0.130155926,0.282222
"Saltator_coerulescens","floodplain",2,2,2,2,2,0.39355,NA,NA,13197,2135,6.181265,576.0515222,1229870,0.010730402,0.007563697,-1.485893461,4964.120534,18096,3175.510823,0.00274855,0.016033402,NA,NA,3.713281281,"Saltator_coerulescens_FMNH391613",6.089859208,0.034458,22.3461538461538,13.9375,8.83333333333333,10.9615384615385,26.7529411764706,100.676470588235,14.6083333333333,86.1833333333333,14.5083333333333,95.5,4,2,1,1,3,3,54.9,8191352.17,0.182443724117631,0.222905518458827,0.415251751192923,0.174479154748518,0.947072599531616,0.600127188970794,0.00165072290320324,-0.243128,0.104404,-0.0301394,0.13625,0.239181296106249,0.272737638009327,0.00218751973288742,1,0.120778998,0.261360909
"Saltator_grossus","upland",1,1,1,1,1,0.0025141,0.009340979,0.009720139,10453,2114,4.944655,592.3732261,1252277,0.008347195,0.00416699,-1.764239238,3407.895081,12423,1949.904762,0.001629607,0.010471325,NA,NA,3.545493844,"Saltator_grossus_AMNH12692",6.097700404,0.017834,21.3692307692308,14.1375,10.3,13.7125,23.7153846153846,96.0769230769231,17.9111111111111,78.6444444444444,18.5666666666667,87.4230769230769,1,1,1,2,3,3,44.2,6243128.13,0.0873544476931733,0.0965282128679772,0.363155790984273,0.0843195726259884,0.942207484604453,0.549965623575238,0.0011192640102925,-0.0984613,0.0471331,-0.0253539,0.0562286,0.0989377727124681,0.022995220311466,0.00113324449500447,1,0.134294795,0.099358182
"Schiffornis_major","floodplain",1,1,2,1,1.33,-0.037414,0.012324753,0.01286356,9188,2016,4.55754,579.8169643,1168911,0.007860308,0.005058965,-2.086803128,6331.355221,22462,3183.736842,0.00294193,0.019216176,0.013643974,0.008585009,3.80149668,"Schiffornis_major_FMNH457274",6.067781446,0.003994,15.9,9.36666666666667,4.83333333333333,5.43333333333333,18.8,78.3333333333333,9.3,69.0333333333333,11.7,55.3333333333333,1,1,1,2,1,3,31,3141459.06,0.0268686448275778,0.0189863040191262,0.339950112970921,0.0273028700520036,0.967213114754098,0.539334736972105,0.00176676657043101,0.0183267,-0.00328503,0.097847,-0.0473661,0.117415740001172,0.0128610213574819,0.00137908058578675,6,0.134102778,0.2361
"Schiffornis_turdina","upland",1,1,1,2,1.33,0.29987,NA,NA,11697,2120,5.517453,594.6891509,1260741,0.009277877,0.00535587,-1.912421199,4676.906,17049,2508.047619,0.002188573,0.014736572,0.006515477,0.000916789,3.687418728,"Schiffornis_turdina_KU18445",6.100625877,0.076374,17.7681818181818,10.18,5.10952380952381,5.87241379310345,21.7882352941176,90.05,15.1692307692308,73.8692307692308,17.0461538461538,69.8441176470588,1,1,1,2,3,3,31.7,5587673.67,0.222227960731535,0.249619435047226,0.431139983031807,0.213391909837835,0.922894985808893,0.598124342268209,0.00119782029749712,-0.198604,0.0886697,-0.0861174,0.200984,0.235068797073587,0.231294428603072,0.00152597513941432,1,0.097161257,0.292861818
"Serpophaga_hypoleuca","island",1,1,1,1,1,0.061599,0.001141793,0.001145846,2259,2154,1.048747,737.6467038,1588891,0.001421746,0.003687852,-1.229396472,2351.254243,7802,1693.775,0.00129803,0.004910343,0.005414558,0.001726706,3.371299592,"Serpophaga_hypoleuca_167_INPA_A1342",6.201094105,0.00761,11.32,6.3,3.1,2.6,17.08,47.1,7.6,39.5,16.14,45.1,3,2,1,3,4,3,6.1,557853.94,0.0527899415762674,0.0538275046263689,0.266809779131798,0.0523500576666722,0.703842549203374,0.414605774336182,0.000498565573846424,-0.00013913,0.0089544,0.0307945,0.0144316,0.0685734915819136,0.0326160511205455,0.000481883660901816,2,0.217074176,0.04839
"Stigmatura_napensis","island",1,1,1,1,1,0.024758,0.001136844,0.001140604,2198,2158,1.018536,737.1079703,1590679,0.0013818,0.004255774,-1.487148945,3665.509531,12163,2425.741667,0.00187348,0.00764642,0.006613472,0.002357698,3.564134353,"Stigmatura_napensis_130_INPA_A15960",6.201582548,0.012083,11.3933333333333,6.84285714285714,3.55714285714286,3.22142857142857,19.1588235294118,52.1294117647059,5.75454545454545,45.9818181818182,11.1454545454545,59.6764705882353,3,3,1,3,4,3,9.8,322846.59,0.0416118056353947,0.0409827728791895,0.248283014789555,0.0425926540748019,0.660622966062297,0.396736449764461,0.000524351795658976,-0.0010889,0.00966584,-0.0211105,0.0123685,0.0972524226123131,0.0238848521903516,0.000501659205787256,2,0.25420248,0.018253333
"Synallaxis_gujanensis","floodplain",2,2,2,2,2,0.50285,0.00999917,0.010370837,8192,2106,3.889839,589.7132004,1241936,0.006596153,0.004583245,-1.229469393,3062.798727,11165,2149.619048,0.00188101,0.008989996,0.005017373,0.000434128,3.486118458,"Synallaxis_gujanensis_AMNH11985",6.094099216,0.038737,15.56,9.74666666666667,3.3375,4.06875,21.7875,60.58125,5.475,53.8933333333333,9.175,71.96875,1,2,1,3,4,3,18.1,4462466.66,0.256064500944817,0.299522642994071,0.450954747672168,0.247074390298845,0.917063870352717,0.61738593720121,0.00122532574312393,-0.812223,0.330084,-0.98735,0.642135,0.217907663135873,0.272255367363075,0.00178006380666913,1,0.121009069,0.376007273
"Synallaxis_rutilans","upland",2,3,1,2,1.67,0.21604,NA,NA,6304,2126,2.965193,574.5832549,1221564,0.005160597,0.00340093,-1.810923163,2558.870266,9328,1435.077922,0.00137207,0.007636112,0.005508117,0.002107187,3.408048268,"Synallaxis_rutilans_LSUMNS31362",6.086916225,0.03066,14.86,9.05714285714286,3.31333333333333,4.28,19.5133333333333,59.5733333333333,7.23571428571429,52.1,12.2142857142857,70,1,1,1,3,4,3,16.7,5856806.86,0.189695445082154,0.198385780758298,0.399025976081444,0.183581463845849,0.870265151515151,0.552111090566516,0.000735216884203842,-0.292011,0.125256,0.0146647,0.159383,0.098121580278372,0.0931112865699172,0.000833401229301224,1,0.113334933,0.275446364
"Tachyphonus_cristatus","floodplain",2,2,1,1,1.33,0.055211,0.011389244,0.011829782,9958,2132,4.670732,577.0070356,1230179,0.008094757,0.005457692,-1.486051279,3972.902421,13183,2630.175,0.002281748,0.011332497,NA,NA,3.607791982,"Tachyphonus_cristatus_INPA1636",6.089968309,0.125937,15.9294117647059,11.15,5.62,6.85384615384615,18.1882352941176,76.2470588235294,14.25,60,19.1875,70.4176470588235,1,1,1,2,3,3,18.8,6338485.76,0.0592979571853178,0.0721312143579518,0.343000973148989,0.057444964296694,0.924377642085486,0.54652838730734,0.00148007314886015,-0.0567388,0.0333474,-0.0317664,0.0419392,0.087048825802668,0.040219251862483,0.00151316735943621,2,0.175206493,0.060885
"Tachyphonus_luctuosus","upland",1,1,1,1,1,0.022319,NA,NA,10680,2124,5.028249,586.3629944,1245435,0.008575317,0.005704589,-1.580042069,3735.160543,13616,2304.021645,0.00200111,0.01149237,NA,NA,3.583522454,"Tachyphonus_luctuosus_LSUMNS27928",6.095321066,0.025522,13.96,9.87058823529412,4.88333333333333,5.46315789473684,17.2952380952381,62.0909090909091,10.8,50.55,17.6416666666667,54.0454545454545,1,1,1,3,4,3,13,7144190.04,0.0597336028336385,0.0639865719954944,0.341574871816529,0.0583926166894787,0.919491525423729,0.526380345902679,0.00105392343783777,-0.0232967,0.0160079,0.00785472,0.0191371,0.0800184753971816,0.0190011715129042,0.0010779676973642,1,0.152124891,0.084303636
"Thamnophilus_cryptoleucus","island",4,4,2,3,3,0.17581,0.001600902,0.001605989,7015,2080,3.372596,610.9585025,1354495,0.005179052,0.005716428,-1.567548063,3653.435875,15150,2154.447619,0.001707354,0.01118498,0.009680921,0.003964493,3.562701489,"Thamnophilus_cryptoleucus_139_LSU25431",6.131777406,0.023976,24.2125,13.6,5.64,6.9,25.18,77.1533333333333,7.5625,70.3266666666667,9.8875,58.9466666666667,1,1,1,3,4,3,28.75,1671191.14,0.287821338455925,0.296276031543099,0.466730306425465,0.280643353007217,0.924760601915185,0.604391922271444,0.000898384985302552,-0.142653,0.0749799,0.447664,0.0974273,0.137771304285547,0.166147084978664,0.000973678949697531,9,0.093355723,0.39339
"Trogon_collaris","floodplain",2,2,2,2,2,0.22673,NA,NA,10788,2144,5.031716,581.8871269,1247566,0.008647238,0.004062234,-1.667709229,3397.93817,12055,2047.805263,0.001742675,0.012274301,NA,NA,3.623320013,"Trogon_collaris_FMNH456552",6.09606353,0.0123,20.2789473684211,11.2,8.25,9.08,13.3789473684211,121.210526315789,46.3428571428571,74.1571428571429,38.4214285714286,132.722222222222,1,1,1,2,4,3,65.4,6799060.77,0.131911769251075,0.150631897912557,0.385561498833461,0.126667412658695,0.934235074626866,0.570230618955181,0.00113511443346547,-0.246189,0.107986,-0.1474,0.153028,0.140546667940681,0.13007624836623,0.00129377479261388,1,0.108710382,0.311939
"Trogon_rufus","upland",2,1,2,1,1.33,0.067752,NA,NA,13083,2137,6.122134,583.1778194,1246251,0.010497885,0.004317903,-2.051440934,4461.563681,16264,2242.151515,0.001953093,0.016566486,NA,NA,3.733232317,"Trogon_rufus_FMNH389730",6.09560552,0.05251,19.8769230769231,11.6823529411765,8.86666666666667,9.84444444444444,13.1411764705882,113.090909090909,42.825,70.3166666666667,37.875,130.863636363636,1,1,1,2,3,3,53.8,6666233.02,0.0992290065900532,0.112552606800894,0.36666441494168,0.0950824515196287,0.937177684013127,0.552260902438528,0.00112939227708532,-0.0825578,0.0406369,0.0589105,0.0378313,0.0665019622006749,0.0460102736026965,0.00116528979510695,4,0.091161418,0.284634545
"Xiphorhynchus_elegans","upland",2,3,2,3,2.33,0.427,0.011482713,0.01200973,7514,2133,3.522738,577.1111111,1230978,0.00610409,0.005480363,-1.302289172,3232.198839,11467,2229.315789,0.002039645,0.009315357,0.004123984,-0.001356379,3.50949807,"Xiphorhynchus_elegans_INPA8144",6.090250291,0.094309,31.24,22.8964285714286,5.60967741935484,6.1741935483871,21.7838709677419,96.4516129032258,20.0896551724138,76.5379310344828,20.7827586206897,82.7083333333333,1,1,1,3,4,3,32.85,3945552.89,0.266462829582058,0.293532958856999,0.449585908114135,0.256883748681616,0.889671361502347,0.604259581291489,0.00122072144268011,-1.60038,0.666652,-0.878057,0.671149,0.21195074844242,0.239319092144547,0.00134662416590033,1,0.117904865,0.41498
"Xiphorhynchus_obsoletus","floodplain",1,1,1,1,1,0.02948,0.009423875,0.009893814,5307,2112,2.512784,567.3536932,1198251,0.004428955,0.003282854,-1.517343244,2025.589413,7384,1280.168831,0.001172519,0.006162315,0.001125256,-0.002157598,3.306551418,"Xiphorhynchus_obsoletus_FMNH391089",6.0785478,0.001309,27,19.1,4.83333333333333,6.375,21.3888888888889,95.2666666666667,17.6625,76.9375,18.7,81.8,1,1,1,3,4,3,32.6,6665026.21,0.055261610623737,0.0613785321797141,0.309670351858769,0.0545803293785511,0.827406353722143,0.476030794686657,0.000714869849446451,-0.0735141,0.0350167,-0.0440883,0.0475647,0.0521890507313559,0.0190928962370123,0.000720539846096236,4,0.167007648,0.052579091
